selection_rank,change_pct_seen,vol_ratio_seen,gap_pct_seen,from_high_pct_seen,signal_fired,trade_ready,traded,consensus_mode,source_type,selected_reason,vetoed,observations,date,market,ticker,signal_close,day_change_pct,day_gap_pct,mom5_pct,mom20_pct,mom60_pct,above_ma60,above_ma200,volume_ratio20,from_high20_pct,atr20_pct,realized_vol20_pct,bench_mom20_pct,bench_above_ma60,leveraged_or_inverse,rs20_pct,entry_date,entry_price,entry_gap_pct,whole_share_cost_krw,affordable,entry_calendar_index,available_1d,exit_date_1d,gross_1d_pct,net_1d_pct,benchmark_net_1d_pct,excess_1d_pct,mfe_1d_pct,mae_1d_pct,hygiene_1d,available_3d,exit_date_3d,gross_3d_pct,net_3d_pct,benchmark_net_3d_pct,excess_3d_pct,mfe_3d_pct,mae_3d_pct,hygiene_3d,tp3_sl2_3d_gross_pct,tp3_sl2_3d_net_pct,tp3_sl2_3d_exit_date,tp3_sl2_3d_exit_reason,available_5d,exit_date_5d,gross_5d_pct,net_5d_pct,benchmark_net_5d_pct,excess_5d_pct,mfe_5d_pct,mae_5d_pct,hygiene_5d,tp5_sl2_5d_gross_pct,tp5_sl2_5d_net_pct,tp5_sl2_5d_exit_date,tp5_sl2_5d_exit_reason,tp8_sl4_5d_gross_pct,tp8_sl4_5d_net_pct,tp8_sl4_5d_exit_date,tp8_sl4_5d_exit_reason,tp10_sl8_5d_gross_pct,tp10_sl8_5d_net_pct,tp10_sl8_5d_exit_date,tp10_sl8_5d_exit_reason,atr_rank_daily
11,,0.0,0.7561436672967864,-7.8153,0,0,0,NEUTRAL,initial,"KOSPI liq=mid, ATR=8.4%(atr_35), ep=low. deep(-7.8%) 주의",0,1,2026-05-04,KR,005880,2600.0,0.19267822736031004,0.0,-5.967450271247743,8.108108108108114,31.379484588175856,True,True,0.7985246420363288,-23.190546528803544,8.028846153846155,127.65186042103001,30.67949115730686,True,False,-22.571383049198744,2026-05-06,2615.0,0.5769230769230749,2615.0,True,286,True,2026-05-06,-1.7208413001912004,-1.9308413001912004,1.4139009510138125,-3.344742251205013,0.5736137667303964,-4.397705544933084,ok,True,2026-05-08,-2.6768642447418722,-2.886864244741872,3.6927453795083434,-6.579609624250216,6.5009560229445595,-8.030592734225618,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-6.883365200764824,-7.093365200764824,6.644476942400867,-13.73784214316569,6.5009560229445595,-9.177820267686421,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-3.9999999999999925,-4.209999999999993,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-08,STOP,0.8333333333333334
3,3.06,0.15,1.3274336283185841,-1.1957,0,0,0,MODERATE_BULL,initial,"KOSPI liq=high, pullback(-4.1%), ATR=3.3%(base) 손절폭 낮아 리스크 제한적, opening_range_pullback | liq=high, RS+3.2%, pullback-2.4%, atr=3.2%(base). 삼성전자 방어적 watch. | RS +0.3% 미약, vol=0.1x 거래량 극소, ep=low, 모멘텀 약함",1,3,2026-05-04,KR,005930,232500.0,5.442176870748305,3.401360544217691,5.9225512528473745,24.865735767991403,54.907733081483336,True,True,1.8178825070797786,0.0,3.1204301075268814,45.08460582869107,30.67949115730686,True,False,-5.813755389315457,2026-05-06,254000.0,9.247311827956995,254000.0,True,286,True,2026-05-06,4.724409448818889,4.514409448818889,1.4139009510138125,3.1005084978050768,6.299212598425208,-1.1811023622047223,ok,True,2026-05-08,5.7086614173228245,5.4986614173228245,3.6927453795083434,1.8059160378144812,9.055118110236226,-1.1811023622047223,ok,3.0000000000000027,2.7900000000000027,2026-05-06,TARGET,True,2026-05-12,9.842519685039374,9.632519685039373,6.644476942400867,2.9880427426385063,14.763779527559052,-1.1811023622047223,ok,5.000000000000004,4.7900000000000045,2026-05-06,TARGET,8.000000000000007,7.790000000000007,2026-05-07,TARGET,10.000000000000009,9.790000000000008,2026-05-11,TARGET,0.027777777777777776
1,12.56,43.04,-0.9167303284950344,2.1713,0,1,0,MODERATE_BULL,rescreen,"bias=watch_only 명시, ep=low — 제외 불가 후보이나 watch만. | 고유동성 KOSPI, bias=watch_only 명시 → watch. | KOSPI liq=high, RS+17.0%, chg+15.61%, at_high+4.9%, atr=7.4%(atr_50) — atr_cap 0.06/0.10 내 경계이나 high유동성+강한RS+지수급반등(장전-1.38%→현재+2.43%) 조합. mean_reversion 슬롯 적합. missed watch_only 높은 KOSPI/high유동성 그룹이므로 명확한 veto 없이 watch_only만으로 두지 않음. | RS +12.6%, 유동성 high, 강한 상승이나 bias=watch_only, ep=low, at_high 추격 부담 | RS+9.8%, at_high, bias=watch_only 명시. KOSPI 유동성high. watch_only 지시 준수.",0,5,2026-05-04,KR,006340,17350.0,15.282392026578062,8.837209302325588,92.35033259423504,225.515947467167,395.0071326676177,True,True,8.077958622808326,-6.519396551724133,6.762247838616715,165.8621629455156,30.67949115730686,True,False,194.83645630986013,2026-05-06,18000.0,3.746397694524495,18000.0,True,286,True,2026-05-06,0.22222222222221255,0.012222222222212559,1.4139009510138125,-1.4016787287916,12.777777777777777,-4.1666666666666625,ok,True,2026-05-08,0.05555555555556424,-0.15444444444443575,3.6927453795083434,-3.847189823952779,12.777777777777777,-13.388888888888884,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-11.111111111111116,-11.321111111111117,6.644476942400867,-17.965588053511983,12.777777777777777,-21.38888888888889,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,10.000000000000009,9.790000000000008,2026-05-06,TARGET,0.6111111111111112
4,20.2,79.09,0.08045052292839903,11.2644,0,1,0,MODERATE_BULL,rescreen,"ep=low, fit=opening_range_pullback, liq=high, ATR=6.0%(base) — ORB 슬롯, 유동성 high, ATR base. watch 유지(ep=low로 진입 타이밍 불명확). | 고유동성 KOSDAQ, chg+14.9% RS+17.2%, at_high. atr=5.8%(base)지만 ep=low → watch. | liq=high, RS+20.8%, at_high+9.7%, atr=5.6%(base). 강한 RS+base ATR. watch. | RS+17.8% 강세, at_high, 거래량79x, 유동성high, opening_range_pullback 전략 적합. ATR5.5%(base) 손절폭 관리 가능. 세션 후반 진입 리스크로 watch 병행.",0,4,2026-05-04,KR,006910,14350.0,18.79139072847682,1.738410596026485,18.497109826589586,47.63374485596707,94.18132611637348,True,True,18.28933634855974,-6.0863874345549736,6.383275261324043,107.23467335776644,30.67949115730686,True,False,16.954253698660214,2026-05-06,14590.0,1.672473867595814,14590.0,True,286,True,2026-05-06,8.498971898560658,8.288971898560657,1.4139009510138125,6.875070947546845,12.337217272104173,-5.688827964359156,ok,True,2026-05-08,-1.919122686771757,-2.129122686771757,3.6927453795083434,-5.8218680662801,24.742974640164505,-5.688827964359156,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,True,2026-05-12,-10.82933516106922,-11.039335161069221,6.644476942400867,-17.68381210347009,24.742974640164505,-14.804660726525022,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,10.000000000000009,9.790000000000008,2026-05-06,TARGET,0.5833333333333334
7,14.59,38.16,1.39349701393497,6.8308,0,0,0,MODERATE_BULL,rescreen,"ATR=12.7%(blocked) — blocked로 trade_ready 불가. watch만. | 고유동성 KOSDAQ, chg+14.0% RS+16.3%, atr=12.7%(blocked) → watch_only 유지. 손절폭 과대. | liq=high, RS+15.4%, at_high+5.4%, atr=12.8%(blocked). ATR blocked — watch only. | RS+12.2%, at_high, ATR12.6%(blocked) 손절폭 초과. kr_atr_cap=0.10 위반. watch_only 유지.",0,4,2026-05-04,KR,010170,17700.0,16.831683168316825,2.2442244224422536,32.48502994011977,43.785540211210396,453.9906103286385,True,True,3.76630724574638,-15.914489311163893,11.214689265536723,182.44996672927564,30.67949115730686,True,False,13.106049053903536,2026-05-06,18470.0,4.3502824858757005,18470.0,True,286,True,2026-05-06,-1.0828370330265291,-1.292837033026529,1.4139009510138125,-2.7067379840403416,4.385489983757451,-4.168922577152134,ok,True,2026-05-08,21.007038440714677,20.797038440714676,3.6927453795083434,17.104293061206334,32.37682728749323,-4.168922577152134,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,True,2026-05-12,57.55278830536004,57.34278830536004,6.644476942400867,50.698311362959174,70.54683270167841,-4.168922577152134,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,-3.9999999999999925,-4.209999999999993,2026-05-06,STOP,10.000000000000009,9.790000000000008,2026-05-07,TARGET,0.9444444444444444
14,14.76,13.96,8.118081180811808,-4.6012,0,0,0,MODERATE_BULL,rescreen,"RS+12.0%, pullback(-4.6%), KOSPI 유동성mid. gap_pullback 후보지만 거래량14x 낮음 → watch.",0,1,2026-05-04,KR,011690,9360.0,15.12915129151291,8.11808118081181,16.129032258064523,70.18181818181819,68.0430879712747,True,True,1.1408574665938231,-4.294478527607359,6.86431623931624,111.45446957861597,30.67949115730686,True,False,39.50232702451133,2026-05-06,9210.0,-1.602564102564108,9210.0,True,286,True,2026-05-06,-2.931596091205213,-3.141596091205213,1.4139009510138125,-4.5554970422190255,0.10857763300760048,-7.057546145494031,ok,True,2026-05-08,-2.3887079261672106,-2.5987079261672106,3.6927453795083434,-6.291453305675554,6.948968512486431,-7.057546145494031,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,True,2026-05-12,-14.875135722041255,-15.085135722041256,6.644476942400867,-21.729612664442122,6.948968512486431,-18.02388707926167,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,-3.9999999999999925,-4.209999999999993,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-11,STOP,0.6388888888888888
6,8.67,11.21,0.0,6.4095,0,0,0,MODERATE_BULL,initial,"ep=mid, fit=momentum, liq=low 유동성 부족 veto",1,1,2026-05-04,KR,012800,1761.0,6.727272727272737,1.454545454545464,18.426361802286472,31.5160567587752,32.00899550224887,True,True,13.669982910566617,-5.424274973147158,4.900624645088017,47.396518097532045,30.67949115730686,True,False,0.8365656014683402,2026-05-06,1771.0,0.5678591709256109,1771.0,True,286,True,2026-05-06,-4.065499717673626,-4.275499717673626,1.4139009510138125,-5.689400668687439,1.0163749294184177,-5.985319028797287,ok,True,2026-05-08,-5.081874647092032,-5.291874647092032,3.6927453795083434,-8.984620026600375,1.0163749294184177,-8.752117447769624,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-1.7504234895539206,-1.9604234895539205,6.644476942400867,-8.604900431954787,18.294748729531342,-8.752117447769624,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-08,STOP,0.1388888888888889
5,,0.07,5.834564254062038,-9.0909,0,0,0,NEUTRAL,initial,"KOSDAQ liq=high, RS+2.3%, gap_pullback, ep=high. deep(-9.1%) 우려로 watch",0,1,2026-05-04,KR,017510,15770.0,8.758620689655183,3.655172413793095,37.48910200523103,75.22222222222221,67.05508474576271,True,True,2.818145335615814,-1.1285266457680243,6.214331008243501,79.54174384911819,30.67949115730686,True,False,44.54273106491536,2026-05-06,16200.0,2.7266962587190857,16200.0,True,286,True,2026-05-06,-2.654320987654324,-2.864320987654324,1.4139009510138125,-4.278221938668136,0.0,-8.39506172839506,ok,True,2026-05-08,2.2839506172839474,2.0739506172839475,3.6927453795083434,-1.6187947622243959,10.925925925925917,-8.39506172839506,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-12.407407407407412,-12.617407407407413,6.644476942400867,-19.26188434980828,10.925925925925917,-17.53086419753086,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-06,STOP,0.4722222222222222
6,12.81,7.43,0.0,9.0743,0,0,0,MODERATE_BULL,rescreen,"ep=low, fit=opening_range_pullback, liq=high, ATR=4.0%(base) — ORB, ATR 낮음, ep=low로 진입 확인 필요. watch. | 고유동성 KOSPI, chg+16.9% RS+18.3%, at_high. atr=4.0%(base) 안정적이나 ep=low·vol=4.7x 낮은 거래량 → watch. | liq=high, RS+18.4%, at_high+13.1%, atr=4.0%(base). base ATR 양호. watch. | RS +9.9%, 유동성 mid, ep=low, fit=opening_range_pullback, at_high 추격 부담 | RS+10.0%, at_high, KOSPI 유동성high, ATR4.1%(base), earn=pre 주의. 거래량7.4x로 상대적 낮음 → watch.",0,5,2026-05-04,KR,018880,4850.0,14.657210401891252,1.773049645390068,14.657210401891252,28.306878306878303,51.5625,True,True,14.06289552641911,-3.960396039603964,4.536082474226804,61.18094144859773,30.67949115730686,True,False,-2.372612850428556,2026-05-06,4960.0,2.268041237113394,4960.0,True,286,True,2026-05-06,9.072580645161299,8.862580645161298,1.4139009510138125,7.4486796941474855,12.5,-4.233870967741938,ok,True,2026-05-08,-3.8306451612903247,-4.040645161290325,3.6927453795083434,-7.733390540798668,12.5,-5.241935483870963,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,4.0322580645161255,3.8222580645161255,6.644476942400867,-2.8222188778847412,18.145161290322577,-5.241935483870963,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.000000000000014,-4.210000000000014,2026-05-06,STOP,10.000000000000009,9.790000000000008,2026-05-06,TARGET,0.1111111111111111
11,22.32,31.76,0.7741935483870968,0.2114,0,0,0,MODERATE_BULL,rescreen,"RS+19.6%, at_high, KOSPI 유동성low. 저유동성으로 trade_ready 제외.",0,1,2026-05-04,KR,021050,1833.0,18.258064516129036,0.7741935483871032,26.152787336545067,52.877397831526274,50.24590163934426,True,True,2.7873687056979537,-3.118393234672301,5.782869612656847,88.9529607249936,30.67949115730686,True,False,22.197906674219414,2026-05-06,1902.0,3.764320785597386,1902.0,True,286,True,2026-05-06,-8.885383806519453,-9.095383806519454,1.4139009510138125,-10.509284757533266,0.0525762355415349,-10.67297581493165,ok,True,2026-05-08,-11.82965299684543,-12.039652996845431,3.6927453795083434,-15.732398376353775,0.0525762355415349,-14.563617245005256,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-17.718191377497373,-17.928191377497374,6.644476942400867,-24.57266831989824,0.0525762355415349,-18.76971608832808,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-06,STOP,0.3611111111111111
13,30.0,17.96,3.0573248407643314,30.0,0,0,0,MODERATE_BULL,rescreen,"ep=high, fit=momentum, liq=mid, 상한가 근접 — 상한가 과열, watch. | 중유동성 KOSDAQ, chg+30% at_high. ep=high이나 liq=mid·거래대금 411억 → watch. | RS+27.6%, +30% 상한가, at_high+30%. 과열 극단. watch 유지.",0,3,2026-05-04,KR,024840,6630.0,30.000000000000004,13.137254901960782,144.19889502762433,204.82758620689654,297.00598802395206,True,True,2.91079405729422,0.0,6.176470588235294,197.29573003663882,30.67949115730686,True,False,174.14809504958967,2026-05-06,8610.0,29.864253393665162,8610.0,True,286,True,2026-05-06,0.0,-0.21,1.4139009510138125,-1.6239009510138125,0.0,-12.543554006968638,ok,True,2026-05-08,8.013937282229966,7.803937282229966,3.6927453795083434,4.111191902721623,24.73867595818815,-14.169570267131238,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,True,2026-05-12,6.852497096399546,6.642497096399546,6.644476942400867,-0.0019798460013209507,36.585365853658544,-14.169570267131238,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,-3.9999999999999925,-4.209999999999993,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-06,STOP,0.4444444444444444
5,7.5,11.73,3.9076376554174073,0.311,0,0,0,MODERATE_BULL,initial,"KOSPI liq=mid, momentum, ATR=4.3%(base). deep(-6.7%) 경계 | ep=high, fit=momentum, at_high이나 liq=low 유동성 부족으로 trade_ready 제외",1,2,2026-05-04,KR,025820,6540.0,9.000000000000007,1.6666666666666607,21.335807050092768,33.33333333333333,21.111111111111104,True,True,14.69546744244045,-4.525547445255473,4.124617737003058,46.02701921775574,30.67949115730686,True,False,2.653842176026469,2026-05-06,6580.0,0.6116207951070374,6580.0,True,286,True,2026-05-06,-2.583586626139822,-2.793586626139822,1.4139009510138125,-4.207487577153635,1.9756838905775176,-5.4711246200607855,ok,True,2026-05-08,-8.662613981762924,-8.872613981762925,3.6927453795083434,-12.565359361271268,1.9756838905775176,-12.006079027355621,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-9.726443768996962,-9.936443768996963,6.644476942400867,-16.58092071139783,1.9756838905775176,-12.613981762917936,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-3.9999999999999925,-4.209999999999993,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-07,STOP,0.08333333333333333
1,-0.68,25.58,1.5889830508474576,-4.9715,0,0,0,MODERATE_BULL,initial,"KOSPI liq=high, pullback(-4.3%), RS+1.4%, ATR=6.2%(atr_70) 적정, ep=high, momentum fit. 유동성·구조 모두 양호 | ep=high, fit=momentum, liq=high, from_high=-3.8%(pullback), ATR=6.1%(atr_70) — 유동성 충분, 고점 대비 소폭 눌림, 모멘텀 셋업 품질 최상위. KOSPI high-liq으로 약 TR weak 리스크 있으나 RS+1.9%로 낮은 편, ep=high 보정. | 고유동성 KOSPI, RS+2.4% 낮지만 ep=high·fit=momentum·atr=6.1%(atr_70)로 실행 가능. 고가대비 -3.3% pullback으로 진입 구조 명확. 대형주 안정성. | liq=high, RS+1.1%, pullback-4.6%, atr=6.2%(atr_70). RS 약하나 high유동성+건전한 pullback. watch. | RS -3.5% 약하나 ep=high, fit=momentum, ma60 위, pullback -5% 구조적 재진입 기회, 유동성 mid, atr_70 관리 가능",0,5,2026-05-04,KR,025860,11610.0,-1.1073253833049357,0.17035775127767216,27.863436123348006,39.04191616766468,75.37764350453173,True,True,9.26570949940596,-9.438377535101406,5.792420327304048,117.05328355211309,30.67949115730686,True,False,8.362425010357821,2026-05-06,11570.0,-0.3445305770887197,11570.0,True,286,True,2026-05-06,-8.98876404494382,-9.198764044943822,1.4139009510138125,-10.612664995957633,0.08643042350906516,-9.766637856525495,ok,True,2026-05-08,-19.619706136560065,-19.829706136560066,3.6927453795083434,-23.522451516068408,0.08643042350906516,-19.79256698357822,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-21.953327571305103,-22.163327571305103,6.644476942400867,-28.80780451370597,0.08643042350906516,-24.546240276577358,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.000000000000014,-4.210000000000014,2026-05-06,STOP,-8.000000000000007,-8.210000000000008,2026-05-06,STOP,0.3888888888888889
14,,0.01,3.4013605442176873,-9.8684,0,0,0,NEUTRAL,initial,"KOSDAQ liq=mid, momentum, ep=high, ATR=5.6%(base). deep(-9.9%)",0,1,2026-05-04,KR,039860,6490.0,-5.2554744525547425,0.7299270072992803,15.686274509803933,28.76984126984128,33.264887063655024,True,True,6.995846131431137,-14.605263157894733,5.612480739599383,115.70209203461678,30.67949115730686,True,False,-1.90964988746558,2026-05-06,6500.0,0.15408320493066618,6500.0,True,286,True,2026-05-06,-4.61538461538461,-4.82538461538461,1.4139009510138125,-6.239285566398422,0.6153846153846176,-8.461538461538465,ok,True,2026-05-08,-8.769230769230774,-8.979230769230774,3.6927453795083434,-12.671976148739118,0.6153846153846176,-9.38461538461538,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-11.076923076923073,-11.286923076923074,6.644476942400867,-17.93140001932394,0.6153846153846176,-14.15384615384615,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-06,STOP,0.3055555555555556
3,9.21,6.24,11.731843575418994,3.383,1,1,1,MILD_BEAR,rescreen,"ep=high, fit=gap_pullback, liq=mid, from_high=+3.5%(at_high), ATR=5.7%(base) — ATR 안정적, 갭풀백 슬롯, RS+11.6%. 중간 유동성이나 ATR base로 슬롯 배정 적합. | 중유동성 KOSDAQ, chg+9.8% ep=high·fit=gap_pullback·atr=5.6%(base). watch 대기. | liq=mid, RS+11.5%, at_high+3.4%, atr=5.7%(base). base ATR 안정. watch.",0,3,2026-05-04,KR,046890,17930.0,8.600847970926706,13.143549364021801,60.23235031277927,101.46067415730337,151.8258426966292,True,True,11.256738484473235,-5.432489451476796,5.457334076965979,136.03123745955895,30.67949115730686,True,False,70.78118299999652,2026-05-06,17950.0,0.1115448968209698,17950.0,True,286,True,2026-05-06,-6.963788300835649,-7.173788300835649,1.4139009510138125,-8.587689251849461,0.0,-8.6908077994429,ok,True,2026-05-08,0.278551532033422,0.06855153203342199,3.6927453795083434,-3.6241938474749213,0.278551532033422,-11.197771587743732,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-8.133704735376046,-8.343704735376047,6.644476942400867,-14.988181677776915,2.1727019498607225,-14.596100278551527,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-06,STOP,0.25
2,,0.0,-1.2195121951219512,-3.9781,0,1,0,NEUTRAL,initial,"KOSPI liq=high, pullback(-4.0%), RS+1.4%, opening_range_pullback fit. ep=low지만 liq/board 우수",0,1,2026-05-04,KR,047040,32150.0,-8.14285714285714,0.0,-1.981707317073167,88.12170860152135,562.2039134912461,True,True,1.233394290179474,-20.32218091697645,8.883359253499222,161.646905346921,30.67949115730686,True,False,57.44221744421449,2026-05-06,32150.0,0.0,32150.0,True,286,True,2026-05-06,0.15552099533437946,-0.05447900466562053,1.4139009510138125,-1.468379955679433,4.821150855365475,-8.398133748055992,ok,True,2026-05-08,2.1772939346811793,1.9672939346811793,3.6927453795083434,-1.725451444827164,16.32970451010887,-8.398133748055992,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-6.220839813374801,-6.430839813374801,6.644476942400867,-13.075316755775667,16.32970451010887,-11.819595645412129,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-06,STOP,0.8888888888888888
2,11.16,33.2,1.4312383322962041,2.8664,0,1,0,MODERATE_BULL,rescreen,"ep=mid, fit=momentum, liq=high, from_high=-0.2%(at_high), ATR=5.8%(base) — 모멘텀 유동성 good, ep=mid로 진입 구간 중간. watch. | 고유동성 KOSDAQ, chg+8.0% RS+10.3%, from_high -0.1%(at_high). ep=mid·fit=momentum·atr=5.8%(base). 안정적 ATR, 유동성 충분. | liq=high, RS+10.8%, at_high+0.4%, atr=5.8%(base). base ATR 안정적. watch. | RS+7.5%, at_high, 유동성high, ATR5.7%(base), 거래량27x. ep=high지만 momentum 슬롯, 턴오버 3145억 충분. MODERATE_BULL 환경에서 momentum 진입 타당. | RS+8.8%, chg+11.2%, at_high(+2.9%), liq=high, atr=5.6%(base), fit=momentum, ep=high. 고유동성 KOSDAQ 모멘텀.",0,5,2026-05-04,KR,050890,18640.0,8.94213909994155,2.571595558153117,13.451004260499078,13.244228432563787,124.82236105787838,True,True,6.932073986471158,-4.164524421593829,6.368025751072961,76.28593628596742,30.67949115730686,True,False,-17.435262724743072,2026-05-06,19020.0,2.0386266094420513,19020.0,True,286,True,2026-05-06,-3.0494216614090464,-3.2594216614090463,1.4139009510138125,-4.673322612422859,6.7297581493165115,-7.991587802313349,ok,True,2026-05-08,-4.311251314405884,-4.521251314405884,3.6927453795083434,-8.213996693914227,9.884332281808629,-7.991587802313349,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,True,2026-05-12,-8.517350157728709,-8.72735015772871,6.644476942400867,-15.371827100129575,9.884332281808629,-13.091482649842268,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,-3.9999999999999925,-4.209999999999993,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-12,STOP,0.5555555555555556
6,,0.02,0.0,-7.0875,0,0,0,NEUTRAL,initial,"KOSPI liq=high, ATR=6.5%(atr_70), opening_range_pullback, deep(-7.1%) 경계",0,1,2026-05-04,KR,058430,8110.0,-3.3373063170440975,0.23837902264600697,49.90757855822552,70.020964360587,103.76884422110555,True,True,,-22.76190476190476,5.450061652281135,130.22104558951085,30.67949115730686,True,False,39.341473203280145,2026-05-06,8300.0,2.3427866831072786,8300.0,True,286,True,2026-05-06,-6.2650602409638605,-6.4750602409638605,1.4139009510138125,-7.888961191977673,0.0,-9.277108433734938,ok,True,2026-05-08,-0.3614457831325302,-0.5714457831325301,3.6927453795083434,-4.2641911626408735,14.337349397590371,-10.602409638554223,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,True,2026-05-12,-13.253012048192769,-13.46301204819277,6.644476942400867,-20.107488990593637,14.337349397590371,-14.819277108433738,ok,-2.0000000000000018,-2.2100000000000017,2026-05-06,STOP,-4.0000000000000036,-4.2100000000000035,2026-05-06,STOP,-7.9999999999999964,-8.209999999999997,2026-05-06,STOP,0.2222222222222222
3,12.57,28.59,2.906208718626156,2.9774,0,0,0,MODERATE_BULL,initial,"KOSDAQ liq=high, momentum, ep=high, ATR=5.9%(base). deep(-8.5%) 경계 | ep=high, fit=momentum, liq=mid — mid 유동성, ep=high, watch 유지. | 중유동성 KOSDAQ, chg+13.7% RS+16.0%, at_high. ep=high·fit=momentum·atr=5.2%(base)이나 liq=mid·turn=460억으로 watch. | liq=mid, RS+16.9%, at_high+4.8%, atr=5.1%(base). base ATR. watch. | RS+10.2%, at_high(+3.0%), 유동성mid, ATR5.2%(base), 거래량28x. momentum 슬롯, ATR 낮아 손절폭 양호. ep=high 부담이나 base ATR로 리스크 제한.",0,5,2026-05-04,KR,059120,11580.0,30.77357425183511,4.912478825522304,54.400000000000006,73.35329341317365,21.76656151419558,True,True,57.70090782477863,0.0,5.086355785837651,125.06746329756504,30.67949115730686,True,False,42.67380225586679,2026-05-06,11690.0,0.9499136442141731,11690.0,True,286,True,2026-05-06,-0.2566295979469668,-0.4666295979469668,1.4139009510138125,-1.8805305489607793,11.719418306244656,-2.9084687767322537,ok,True,2026-05-08,11.035072711719419,10.825072711719418,3.6927453795083434,7.132327332211075,24.037639007698886,-2.9084687767322537,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,True,2026-05-12,10.949529512403755,10.739529512403754,6.644476942400867,4.0950525700028875,24.037639007698886,-2.9084687767322537,ok,-2.000000000000013,-2.210000000000013,2026-05-06,STOP,8.000000000000007,7.790000000000007,2026-05-06,TARGET,10.000000000000009,9.790000000000008,2026-05-06,TARGET,0.16666666666666666
